@HD	VN:1.3	SO:coordinate
@SQ	SN:NW_017859229.1	LN:1741
@SQ	SN:NW_017859230.1	LN:1321
@SQ	SN:NW_017859231.1	LN:2039
@SQ	SN:NW_017859232.1	LN:5134
@SQ	SN:NW_017859233.1	LN:91592
@SQ	SN:NW_017859234.1	LN:8500
@SQ	SN:NW_017859235.1	LN:316812
@SQ	SN:NW_017859236.1	LN:13251
@SQ	SN:NW_017859237.1	LN:2028
@SQ	SN:NW_017859238.1	LN:6581
@SQ	SN:NW_017859239.1	LN:5011
@SQ	SN:NW_017859240.1	LN:799609
@SQ	SN:NW_017859241.1	LN:1811
@SQ	SN:NW_017859242.1	LN:132268
@SQ	SN:NW_017859243.1	LN:393541
@SQ	SN:NW_017859244.1	LN:17096
@SQ	SN:NW_017859245.1	LN:8681
@SQ	SN:NW_017859246.1	LN:1432
@SQ	SN:NW_017859247.1	LN:159826
@SQ	SN:NW_017859248.1	LN:1965
@SQ	SN:NW_017859249.1	LN:4567
@SQ	SN:NW_017859250.1	LN:5357
@SQ	SN:NW_017859251.1	LN:31411
@SQ	SN:NW_017859252.1	LN:1968
@SQ	SN:NW_017859253.1	LN:84706
@SQ	SN:NW_017859254.1	LN:20331
@SQ	SN:NW_017859255.1	LN:5524
@SQ	SN:NW_017859256.1	LN:319480
@SQ	SN:NW_017859257.1	LN:48228
@SQ	SN:NW_017859258.1	LN:10277
@SQ	SN:NW_017859259.1	LN:554888
@SQ	SN:NW_017859260.1	LN:20319
@SQ	SN:NW_017859261.1	LN:1977
@SQ	SN:NW_017859262.1	LN:1128
@SQ	SN:NW_017859263.1	LN:1208
@SQ	SN:NW_017859264.1	LN:214340
@SQ	SN:NW_017859265.1	LN:36399
@SQ	SN:NW_017859266.1	LN:1420
@SQ	SN:NW_017859267.1	LN:529590
@SQ	SN:NW_017859268.1	LN:1674
@SQ	SN:NW_017859269.1	LN:179422
@SQ	SN:NW_017859270.1	LN:26881
@SQ	SN:NW_017859271.1	LN:280528
@SQ	SN:NW_017859272.1	LN:3498
@SQ	SN:NW_017859273.1	LN:2702
@SQ	SN:NW_017859274.1	LN:12690
@SQ	SN:NW_017859275.1	LN:302792
@SQ	SN:NW_017859276.1	LN:1367
@SQ	SN:NW_017859277.1	LN:1292
@SQ	SN:NW_017859278.1	LN:1788
@SQ	SN:NW_017859279.1	LN:210058
@SQ	SN:NW_017859280.1	LN:44827
@SQ	SN:NW_017859281.1	LN:2844
@SQ	SN:NW_017859282.1	LN:48579
@SQ	SN:NW_017859283.1	LN:42850
@SQ	SN:NW_017859284.1	LN:2006
@SQ	SN:NW_017859285.1	LN:5698
@SQ	SN:NW_017859286.1	LN:3307
@SQ	SN:NW_017859287.1	LN:30094
@SQ	SN:NW_017859288.1	LN:1236
@SQ	SN:NW_017859289.1	LN:37368
@SQ	SN:NW_017859290.1	LN:3979
@SQ	SN:NW_017859291.1	LN:4991
@SQ	SN:NW_017859292.1	LN:18180
@SQ	SN:NW_017859293.1	LN:23075
@SQ	SN:NW_017859294.1	LN:230844
@SQ	SN:NW_017859295.1	LN:2795
@SQ	SN:NW_017859296.1	LN:1103
@SQ	SN:NW_017859297.1	LN:190823
@SQ	SN:NW_017859298.1	LN:1456
@SQ	SN:NW_017859299.1	LN:34075
@SQ	SN:NW_017859300.1	LN:1497
@SQ	SN:NW_017859301.1	LN:1751
@SQ	SN:NW_017859302.1	LN:295102
@SQ	SN:NW_017859303.1	LN:1188
@SQ	SN:NW_017859304.1	LN:44522
@SQ	SN:NW_017859305.1	LN:104260
@SQ	SN:NW_017859306.1	LN:200752
@SQ	SN:NW_017859307.1	LN:124955
@SQ	SN:NW_017859308.1	LN:70826
@SQ	SN:NW_017859309.1	LN:17242
@SQ	SN:NW_017859310.1	LN:3282
@SQ	SN:NW_017859311.1	LN:393485
@SQ	SN:NW_017859312.1	LN:619227
@SQ	SN:NW_017859313.1	LN:1708
@SQ	SN:NW_017859314.1	LN:3171
@SQ	SN:NW_017859315.1	LN:10935
@SQ	SN:NW_017859316.1	LN:237134
@SQ	SN:NW_017859317.1	LN:14925
@SQ	SN:NW_017859318.1	LN:910863
@SQ	SN:NW_017859319.1	LN:5606
@SQ	SN:NW_017859320.1	LN:18192
@SQ	SN:NW_017859321.1	LN:6409
@SQ	SN:NW_017859322.1	LN:17485
@SQ	SN:NW_017859323.1	LN:498758
@SQ	SN:NW_017859324.1	LN:45294
@SQ	SN:NW_017859325.1	LN:7350
@SQ	SN:NW_017859326.1	LN:19259
@SQ	SN:NW_017859327.1	LN:172423
@SQ	SN:NW_017859328.1	LN:2410
@SQ	SN:NW_017859329.1	LN:234232
@SQ	SN:NW_017859330.1	LN:1636
@SQ	SN:NW_017859331.1	LN:62851
@SQ	SN:NW_017859332.1	LN:14026
@SQ	SN:NW_017859333.1	LN:14788
@SQ	SN:NW_017859334.1	LN:116396
@SQ	SN:NW_017859335.1	LN:1722
@SQ	SN:NW_017859336.1	LN:108580
@SQ	SN:NW_017859337.1	LN:2155
@SQ	SN:NW_017859338.1	LN:1891
@SQ	SN:NW_017859339.1	LN:7792
@SQ	SN:NW_017859340.1	LN:1045
@SQ	SN:NW_017859341.1	LN:2434
@SQ	SN:NW_017859342.1	LN:434600
@SQ	SN:NW_017859343.1	LN:4195
@SQ	SN:NW_017859344.1	LN:538517
@SQ	SN:NW_017859345.1	LN:44234
@SQ	SN:NW_017859346.1	LN:1285
@SQ	SN:NW_017859347.1	LN:1085
@SQ	SN:NW_017859348.1	LN:67943
@SQ	SN:NW_017859349.1	LN:7546
@SQ	SN:NW_017859350.1	LN:29810
@SQ	SN:NW_017859351.1	LN:3433
@SQ	SN:NW_017859352.1	LN:105251
@SQ	SN:NW_017859353.1	LN:1759
@SQ	SN:NW_017859354.1	LN:81407
@SQ	SN:NW_017859355.1	LN:1535
@SQ	SN:NW_017859356.1	LN:15513
@SQ	SN:NW_017859357.1	LN:12260
@SQ	SN:NW_017859358.1	LN:2001
@SQ	SN:NW_017859359.1	LN:165620
@SQ	SN:NW_017859360.1	LN:3950
@SQ	SN:NW_017859361.1	LN:8164
@SQ	SN:NW_017859362.1	LN:1160
@SQ	SN:NW_017859363.1	LN:1280
@SQ	SN:NW_017859364.1	LN:1436
@SQ	SN:NW_017859365.1	LN:2265
@SQ	SN:NW_017859366.1	LN:41457
@SQ	SN:NW_017859367.1	LN:4178
@SQ	SN:NW_017859368.1	LN:3244
@SQ	SN:NW_017859369.1	LN:5466
@SQ	SN:NW_017859370.1	LN:3222
@SQ	SN:NW_017859371.1	LN:4442
@SQ	SN:NW_017859372.1	LN:14370
@SQ	SN:NW_017859373.1	LN:689378
@SQ	SN:NW_017859374.1	LN:252623
@SQ	SN:NW_017859375.1	LN:59861
@SQ	SN:NW_017859376.1	LN:207554
@SQ	SN:NW_017859377.1	LN:138047
@SQ	SN:NW_017859378.1	LN:2319
@SQ	SN:NW_017859379.1	LN:99938
@SQ	SN:NW_017859380.1	LN:1050
@SQ	SN:NW_017859381.1	LN:25445
@SQ	SN:NW_017859382.1	LN:30091
@SQ	SN:NW_017859383.1	LN:2324
@SQ	SN:NW_017859384.1	LN:33480
@SQ	SN:NW_017859385.1	LN:12501
@SQ	SN:NW_017859386.1	LN:6713
@SQ	SN:NW_017859387.1	LN:272523
@SQ	SN:NW_017859388.1	LN:307067
@SQ	SN:NW_017859389.1	LN:5723
@SQ	SN:NW_017859390.1	LN:110896
@SQ	SN:NW_017859391.1	LN:21598
@SQ	SN:NW_017859392.1	LN:140211
@SQ	SN:NW_017859393.1	LN:2761
@SQ	SN:NW_017859394.1	LN:207142
@SQ	SN:NW_017859395.1	LN:37471
@SQ	SN:NW_017859396.1	LN:50984
@SQ	SN:NW_017859397.1	LN:22884
@SQ	SN:NW_017859398.1	LN:2378070
@SQ	SN:NW_017859399.1	LN:1498
@SQ	SN:NW_017859400.1	LN:1159
@SQ	SN:NW_017859401.1	LN:2000
@SQ	SN:NW_017859402.1	LN:1371
@SQ	SN:NW_017859403.1	LN:1676
@SQ	SN:NW_017859404.1	LN:10539
@SQ	SN:NW_017859405.1	LN:1182
@SQ	SN:NW_017859406.1	LN:134317
@SQ	SN:NW_017859407.1	LN:3449
@SQ	SN:NW_017859408.1	LN:35495
@SQ	SN:NW_017859409.1	LN:1681
@SQ	SN:NW_017859410.1	LN:28118
@SQ	SN:NW_017859411.1	LN:9065
@SQ	SN:NW_017859412.1	LN:4637
@SQ	SN:NW_017859413.1	LN:3346
@SQ	SN:NW_017859414.1	LN:1303
@SQ	SN:NW_017859415.1	LN:4491
@SQ	SN:NW_017859416.1	LN:1124
@SQ	SN:NW_017859417.1	LN:179063
@SQ	SN:NW_017859418.1	LN:56277
@SQ	SN:NW_017859419.1	LN:2067361
@SQ	SN:NW_017859420.1	LN:3273
@SQ	SN:NW_017859421.1	LN:3550
@SQ	SN:NW_017859422.1	LN:39063
@SQ	SN:NW_017859423.1	LN:18017
@SQ	SN:NW_017859424.1	LN:14040
@SQ	SN:NW_017859425.1	LN:358074
@SQ	SN:NW_017859426.1	LN:932808
@SQ	SN:NW_017859427.1	LN:422876
@SQ	SN:NW_017859428.1	LN:1801
@SQ	SN:NW_017859429.1	LN:4966
@SQ	SN:NW_017859430.1	LN:5200
@SQ	SN:NW_017859431.1	LN:543156
@SQ	SN:NW_017859432.1	LN:10575
@SQ	SN:NW_017859433.1	LN:11627
@SQ	SN:NW_017859434.1	LN:1490
@SQ	SN:NW_017859435.1	LN:748108
@SQ	SN:NW_017859436.1	LN:2886
@SQ	SN:NW_017859437.1	LN:11059
@SQ	SN:NW_017859438.1	LN:1163
@SQ	SN:NW_017859439.1	LN:1179
@SQ	SN:NW_017859440.1	LN:2858
@SQ	SN:NW_017859441.1	LN:1570
@SQ	SN:NW_017859442.1	LN:1465
@SQ	SN:NW_017859443.1	LN:7915
@SQ	SN:NW_017859444.1	LN:1081476
@SQ	SN:NW_017859445.1	LN:587927
@SQ	SN:NW_017859446.1	LN:21351
@SQ	SN:NW_017859447.1	LN:5754
@SQ	SN:NW_017859448.1	LN:22143
@SQ	SN:NW_017859449.1	LN:2293
@SQ	SN:NW_017859450.1	LN:1231
@SQ	SN:NW_017859451.1	LN:163847
@SQ	SN:NW_017859452.1	LN:2538
@SQ	SN:NW_017859453.1	LN:1793
@SQ	SN:NW_017859454.1	LN:35186
@SQ	SN:NW_017859455.1	LN:3658
@SQ	SN:NW_017859456.1	LN:423854
@SQ	SN:NW_017859457.1	LN:19461
@SQ	SN:NW_017859458.1	LN:259539
@SQ	SN:NW_017859459.1	LN:4494
@SQ	SN:NW_017859460.1	LN:278101
@SQ	SN:NW_017859461.1	LN:71600
@SQ	SN:NW_017859462.1	LN:60226
@SQ	SN:NW_017859463.1	LN:84484
@SQ	SN:NW_017859464.1	LN:1787
@SQ	SN:NW_017859465.1	LN:105270
@SQ	SN:NW_017859466.1	LN:18879
@SQ	SN:NW_017859467.1	LN:1061
@SQ	SN:NW_017859468.1	LN:1442
@SQ	SN:NW_017859469.1	LN:2724
@SQ	SN:NW_017859470.1	LN:8026
@SQ	SN:NW_017859471.1	LN:144444
@SQ	SN:NW_017859472.1	LN:82630
@SQ	SN:NW_017859473.1	LN:70107
@SQ	SN:NW_017859474.1	LN:146818
@SQ	SN:NW_017859475.1	LN:115947
@SQ	SN:NW_017859476.1	LN:4122
@SQ	SN:NW_017859477.1	LN:44319
@SQ	SN:NW_017859478.1	LN:276814
@SQ	SN:NW_017859479.1	LN:4631
@SQ	SN:NW_017859480.1	LN:301782
@SQ	SN:NW_017859481.1	LN:2157
@SQ	SN:NW_017859482.1	LN:170716
@SQ	SN:NW_017859483.1	LN:1777
@SQ	SN:NW_017859484.1	LN:217732
@SQ	SN:NW_017859485.1	LN:4187
@SQ	SN:NW_017859486.1	LN:44819
@SQ	SN:NW_017859487.1	LN:2487
@SQ	SN:NW_017859488.1	LN:228151
@SQ	SN:NW_017859489.1	LN:6266
@SQ	SN:NW_017859490.1	LN:9628
@SQ	SN:NW_017859491.1	LN:25489
@SQ	SN:NW_017859492.1	LN:280130
@SQ	SN:NW_017859493.1	LN:1024
@SQ	SN:NW_017859494.1	LN:3669
@SQ	SN:NW_017859495.1	LN:142298
@SQ	SN:NW_017859496.1	LN:10035
@SQ	SN:NW_017859497.1	LN:385122
@SQ	SN:NW_017859498.1	LN:22318
@SQ	SN:NW_017859499.1	LN:1606380
@SQ	SN:NW_017859500.1	LN:1247
@SQ	SN:NW_017859501.1	LN:6696
@SQ	SN:NW_017859502.1	LN:5249
@SQ	SN:NW_017859503.1	LN:135293
@SQ	SN:NW_017859504.1	LN:4777
@SQ	SN:NW_017859505.1	LN:2149
@SQ	SN:NW_017859506.1	LN:9373
@SQ	SN:NW_017859507.1	LN:22730
@SQ	SN:NW_017859508.1	LN:204958
@SQ	SN:NW_017859509.1	LN:21176
@SQ	SN:NW_017859510.1	LN:3107
@SQ	SN:NW_017859511.1	LN:1784
@SQ	SN:NW_017859512.1	LN:3564
@SQ	SN:NW_017859513.1	LN:8963
@SQ	SN:NW_017859514.1	LN:1496
@SQ	SN:NW_017859515.1	LN:2053
@SQ	SN:NW_017859516.1	LN:2671
@SQ	SN:NW_017859517.1	LN:1998
@SQ	SN:NW_017859518.1	LN:61653
@SQ	SN:NW_017859519.1	LN:31370
@SQ	SN:NW_017859520.1	LN:63162
@SQ	SN:NW_017859521.1	LN:10068
@SQ	SN:NW_017859522.1	LN:94776
@SQ	SN:NW_017859523.1	LN:231112
@SQ	SN:NW_017859524.1	LN:143143
@SQ	SN:NW_017859525.1	LN:125525
@SQ	SN:NW_017859526.1	LN:16254
@SQ	SN:NW_017859527.1	LN:1128
@SQ	SN:NW_017859528.1	LN:41351
@SQ	SN:NW_017859529.1	LN:101072
@SQ	SN:NW_017859530.1	LN:45815
@SQ	SN:NW_017859531.1	LN:360527
@SQ	SN:NW_017859532.1	LN:4971
@SQ	SN:NW_017859533.1	LN:692309
@SQ	SN:NW_017859534.1	LN:45565
@SQ	SN:NW_017859535.1	LN:10924
@SQ	SN:NW_017859536.1	LN:4786
@SQ	SN:NW_017859537.1	LN:28372
@SQ	SN:NW_017859538.1	LN:6842
@SQ	SN:NW_017859539.1	LN:57896
@SQ	SN:NW_017859540.1	LN:1467
@SQ	SN:NW_017859541.1	LN:1466
@SQ	SN:NW_017859542.1	LN:6633
@SQ	SN:NW_017859543.1	LN:10805
@SQ	SN:NW_017859544.1	LN:164988
@SQ	SN:NW_017859545.1	LN:1078
@SQ	SN:NW_017859546.1	LN:1169
@SQ	SN:NW_017859547.1	LN:4200
@SQ	SN:NW_017859548.1	LN:1236
@SQ	SN:NW_017859549.1	LN:268763
@SQ	SN:NW_017859550.1	LN:1792
@SQ	SN:NW_017859551.1	LN:153799
@SQ	SN:NW_017859552.1	LN:7897
@SQ	SN:NW_017859553.1	LN:28021
@SQ	SN:NW_017859554.1	LN:179650
@SQ	SN:NW_017859555.1	LN:1222629
@SQ	SN:NW_017859556.1	LN:240886
@SQ	SN:NW_017859557.1	LN:233813
@SQ	SN:NW_017859558.1	LN:3450
@SQ	SN:NW_017859559.1	LN:484569
@SQ	SN:NW_017859560.1	LN:152982
@SQ	SN:NW_017859561.1	LN:7293
@SQ	SN:NW_017859562.1	LN:56137
@SQ	SN:NW_017859563.1	LN:182419
@SQ	SN:NW_017859564.1	LN:8307
@SQ	SN:NW_017859565.1	LN:1553
@SQ	SN:NW_017859566.1	LN:205884
@SQ	SN:NW_017859567.1	LN:1069
@SQ	SN:NW_017859568.1	LN:12051
@SQ	SN:NW_017859569.1	LN:207769
@SQ	SN:NW_017859570.1	LN:5139
@SQ	SN:NW_017859571.1	LN:2489
@SQ	SN:NW_017859572.1	LN:61855
@SQ	SN:NW_017859573.1	LN:69256
@SQ	SN:NW_017859574.1	LN:7840
@SQ	SN:NW_017859575.1	LN:33039
@SQ	SN:NW_017859576.1	LN:2675
@SQ	SN:NW_017859577.1	LN:5429
@SQ	SN:NW_017859578.1	LN:1367833
@SQ	SN:NW_017859579.1	LN:1304
@SQ	SN:NW_017859580.1	LN:66300
@SQ	SN:NW_017859581.1	LN:75088
@SQ	SN:NW_017859582.1	LN:23160
@SQ	SN:NW_017859583.1	LN:2339
@SQ	SN:NW_017859584.1	LN:311204
@SQ	SN:NW_017859585.1	LN:90037
@SQ	SN:NW_017859586.1	LN:1395
@SQ	SN:NW_017859587.1	LN:50715
@SQ	SN:NW_017859588.1	LN:1445
@SQ	SN:NW_017859589.1	LN:300290
@SQ	SN:NW_017859590.1	LN:63119
@SQ	SN:NW_017859591.1	LN:4561
@SQ	SN:NW_017859592.1	LN:2118
@SQ	SN:NW_017859593.1	LN:303063
@SQ	SN:NW_017859594.1	LN:4963
@SQ	SN:NW_017859595.1	LN:664573
@SQ	SN:NW_017859596.1	LN:7141
@SQ	SN:NW_017859597.1	LN:357207
@SQ	SN:NW_017859598.1	LN:245651
@SQ	SN:NW_017859599.1	LN:37573
@SQ	SN:NW_017859600.1	LN:54289
@SQ	SN:NW_017859601.1	LN:2110
@SQ	SN:NW_017859602.1	LN:9454
@SQ	SN:NW_017859603.1	LN:2553
@SQ	SN:NW_017859604.1	LN:17923
@SQ	SN:NW_017859605.1	LN:69055
@SQ	SN:NW_017859606.1	LN:228248
@SQ	SN:NW_017859607.1	LN:135697
@SQ	SN:NW_017859608.1	LN:177456
@SQ	SN:NW_017859609.1	LN:743935
@SQ	SN:NW_017859610.1	LN:3357
@SQ	SN:NW_017859611.1	LN:77728
@SQ	SN:NW_017859612.1	LN:1791
@SQ	SN:NW_017859613.1	LN:132271
@SQ	SN:NW_017859614.1	LN:96968
@SQ	SN:NW_017859615.1	LN:2323
@SQ	SN:NW_017859616.1	LN:1538
@SQ	SN:NW_017859617.1	LN:24572
@SQ	SN:NW_017859618.1	LN:39238
@SQ	SN:NW_017859619.1	LN:668866
@SQ	SN:NW_017859620.1	LN:3716
@SQ	SN:NW_017859621.1	LN:1714
@SQ	SN:NW_017859622.1	LN:215881
@SQ	SN:NW_017859623.1	LN:1389
@SQ	SN:NW_017859624.1	LN:3510
@SQ	SN:NW_017859625.1	LN:188893
@SQ	SN:NW_017859626.1	LN:24215
@SQ	SN:NW_017859627.1	LN:1132
@SQ	SN:NW_017859628.1	LN:4853
@SQ	SN:NW_017859629.1	LN:1681
@SQ	SN:NW_017859630.1	LN:1072
@SQ	SN:NW_017859631.1	LN:671329
@SQ	SN:NW_017859632.1	LN:2924
@SQ	SN:NW_017859633.1	LN:135629
@SQ	SN:NW_017859634.1	LN:4651
@SQ	SN:NW_017859635.1	LN:7174
@SQ	SN:NW_017859636.1	LN:69577
@SQ	SN:NW_017859637.1	LN:1034
@SQ	SN:NW_017859638.1	LN:967
@SQ	SN:NW_017859639.1	LN:961
@SQ	SN:NW_017859640.1	LN:995
@SQ	SN:NC_004593.1	LN:16695
@PG	ID:bwa	PN:bwa	VN:0.7.12-r1039	CL:bwa mem genomes/esox/GCF_000721915.3_Eluc_V3_genomic.fna /mnt/anc_gen_cifs_research/Illumina_DROPOFF/chase/gw1/A-012_S12_R1_001.fastq.gz /mnt/anc_gen_cifs_research/Illumina_DROPOFF/chase/gw1/A-012_S12_R2_001.fastq.gz
